id,category,checksum,trusted,url
1846,1,cfdad8ad-6a60-d843-07db-a3473de365d7,False,http://www.hammer-labs.com/
537,1,92c948ec-30ae-424e-44b0-3397bf980166,False,http://www.vvisions.com/
2836,1,c1742844-6ea7-9f52-bc8a-50185c1dfcb9,False,https://plarium.com/
541,1,d623853d-e0a1-ea4f-4bfb-3a5fcb5376e3,False,http://100stonesinteractive.com/
540,1,15372456-3985-8f2d-e236-ce4b238e3e77,False,http://site.pixelmetal.com/
1557,1,495df7c8-8d81-ead1-1c80-dda23c017ef0,False,http://frogmind.com/
1577,1,63922d82-b43d-e57a-3288-481ea627fed1,False,http://www.creeng.com/
582,1,b7755340-03a5-36fd-45ad-f3ccd4ca156e,False,http://www.one-or-eight.co.jp/
583,1,5be300a3-e162-f46b-85d3-8289423a5a9f,False,https://thingtrunk.com/
587,1,bba2bf2a-9b9c-41dc-7bb8-c9322b5c521f,False,http://www.exp-inc.jp
585,1,760b0f56-9395-dc0a-eee9-b16d9cfa1dfb,False,http://www.jutsugames.com
589,1,c240642b-1e98-8818-898d-4851fc255775,False,http://samuraipunk.com
590,1,dcbfdf6b-2482-fd7b-86c8-d730f1450304,False,http://www.liquiddevelopment.com/
1079,1,d787f631-e711-982f-db00-e45c4ba0d868,False,http://www.massive.se/
1097,1,8f0bc00f-8972-3638-e93c-148ab3dfaa73,False,http://www.globalstep.com/
102,1,1d62755d-343f-43b4-9b3a-a75a0f3629de,False,http://www.nokia.com/us-en/
125,1,935d5c4c-ad2c-5851-1dad-127516e82a58,False,http://www.threaks.com/
124,1,ad5ca346-2ffd-0e8b-f468-a49d694f01ac,False,http://1-up-studio.jp/
133,1,f65a683f-7e32-7fba-0519-0c9eb02b7573,False,http://www.reto.dk/
139,1,0ae5df4e-11c5-95eb-4ac3-7cee608c3b9f,False,http://www.mossjp.co.jp/
144,1,fdfe295c-ed29-9b0c-cd20-780e5ae8221d,False,http://pinkertonroad.com/
158,1,962731b0-87fa-0cfe-5699-b36c1c0bcdc7,False,http://zaxis.dk
173,1,0f99da71-754d-4913-430c-919b8d9ac443,False,http://studiomdhr.com/
1230,1,03d3cdde-f034-052f-1701-642e69aa4adf,False,http://warhorsestudios.cz/
250,1,4266f667-5933-3823-956e-6ed3d8990f8c,False,http://twistedpixelgames.com/
247,1,510246b2-224a-4a97-1819-931a17110a96,False,http://5pb.jp/
1262,1,c159adb4-9695-ab29-7733-61aee17f6bea,False,http://www.atlusnet.jp/
273,1,fededb85-7a66-c44c-2c6e-690fdbd63d68,False,http://www.sieidi.com
1282,1,f4a493ec-a8f6-c875-576a-918e43ad65e9,False,http://www.prouddinosaurs.com/
1283,1,3b7e98fe-56ac-321f-fab8-c07c59b45dc7,False,https://simpanen.carbonmade.com/
1296,1,8909f0bc-cdc0-5e15-8c12-9ffc99c5e6ad,False,http://www.compileheart.com/
1295,1,129920cd-7bd2-9a59-6e48-524fcb53f0c6,False,http://moebiusgames.com/
309,1,fe31455f-99e6-bd7a-859a-2e1df33b5673,False,https://www.yoyogames.com
314,1,f0aa228c-cbf0-2f5e-24d5-9556ef8d6bb5,False,http://www.maxis.com/
1375,1,cf67b389-7136-4e04-65af-9dee3e223e40,False,https://juncturemedia.com/
1391,1,a7fef715-a30c-88d7-93e5-2050126c6946,False,https://www.ezone.com/
450,1,681dc65e-4869-1abd-8cb5-8dfe4a59ef01,False,http://pagodawestgames.com/
453,1,087d7964-0e40-9340-fa00-806d7e9c3e22,False,http://www.room8studio.com/
1462,1,2d64d047-0da6-c9b2-1f63-48c183f01023,False,http://ahavahstudio.com
1468,1,270a876a-071a-70d7-1f2a-400b124ef166,False,https://wolfalone-studio.com/en/
1480,1,2ba69ed2-6ce0-db35-66ca-2037cb6aa9de,False,http://1p2p-studio.com/
1485,1,f803edae-a900-6bdb-bd0e-a732f4585591,False,http://www.jandusoft.com/
1499,1,a5ac1bcf-4a2c-73d3-2544-13bb40927de5,False,https://www.megacrit.com/
502,1,5c11232a-c6f1-b692-8357-2631c331e6cc,False,http://www.m2h.nl/
1504,1,137611d1-744d-d143-1133-9c812404490c,False,http://www.nekomata.se/
512,1,1b0a8365-9f7a-e8c7-98b8-32e9099d0874,False,http://sds.playstation.com/
517,1,ebe65907-cf0c-d775-ee70-c9d5f62ea0d5,False,http://www.majescoent.com/
520,1,d45e4e45-aa49-d95d-60b6-2905df01b58c,False,http://www.facepunchstudios.com/
592,1,4e7537c2-9505-c3d1-ef5a-b0e4427bf845,False,http://www.pamelagame.com/
1603,1,8ae75f86-b70a-cfc3-15d8-cc79fae1db5b,False,http://www.panicartstudios.com/
620,1,7712d180-2a81-ae9d-031f-c457b3611e6c,False,http://www.blindflugstudios.com/
622,1,6479fa32-a22c-0415-96ef-a6f1b18df011,False,http://www.theoryinteractive.net/
1629,1,53c21d0c-df22-93e5-9891-04566066ff70,False,http://zaibatsu.fi/
639,1,c95a00e6-45c1-3963-02ec-7bcaf9a6520f,False,https://sadsquarestudio.com/
859,1,7eb3d752-26dc-52a7-b7bc-9ec7a5774775,False,http://www.turbine.com
1868,1,59e96119-7f96-05c3-5d73-ef56b7be8678,False,https://www.neonplay.com/
1904,1,9bc092b2-ee92-9460-08fa-8f081794d934,False,http://www.monkeymoon.net/
1905,1,818e6cab-33d3-9856-21ab-008461330632,False,https://malkyrs.com/
1928,1,9110ec6f-eb69-7298-dcc1-95e3ad0f67cf,False,http://www.kamibox.de/
944,1,ac9efb49-760a-c974-811d-1afbcd23bb2b,False,http://www.rockstarleeds.co.uk/
991,1,257d0dba-b3c7-fe6e-b85c-120046bb6d3c,False,http://experiment101.com/
31,1,510233ca-b4f3-68d2-15ba-ef39fc8fb107,False,https://www.sierragames.com/
1678,1,2a90c074-d69f-7604-9da8-5a2da7b336b9,False,http://www.twincreationgames.com/
1734,1,e6aafcca-ad6a-fddb-88be-d74139845bc2,False,http://www.playrion.com/
1002,1,1a8cc09f-10e8-4d92-8a35-d53d7181a2ef,False,http://vsevil.net/
1011,1,8f7aebfb-af35-49f8-fea2-1689da7a8631,False,http://nomorerobots.io/
1649,1,0fb88d4c-d0b7-eb8d-7b8d-7691837b5c4a,False,https://www.secondorder.com/
1719,1,fd42e563-c9c4-5342-c7bf-acabc8c27b97,False,http://blog.asobox.co.jp/
721,1,dd42c8b9-6ff9-fc7e-e818-3a685c800927,False,http://www.sting.co.jp/
1723,1,c5cf147f-be6c-0a65-7171-0fa20a5d87ce,False,http://web.archive.org/web/19970709072350/http://www.ionos.com/
1722,1,5557ce5e-afa9-349b-2187-768a65b10c33,False,http://www.roigames.co.kr/en/
1724,1,5f857acf-1924-a01b-c528-6a8203b97eed,False,http://www.milkstonestudios.com/
1766,1,d2512c29-8883-f7c0-a8e8-e7aed69e15d1,False,http://www.360studios.co.uk/
1788,1,83218728-d2bb-6460-a752-dab2cb0fab96,False,https://www.bluebeck.co.uk/
1789,1,e047b75c-070e-c606-2cc6-5a5676ffea0a,False,https://www.cosmonautstudios.co.uk/
1817,1,6662cadf-1a54-3202-3dbd-abf7e0a2470a,False,https://www.fishinabottle.com/
955,1,5dc0d29c-c849-e1ab-1653-babd17ea6bd2,False,http://www.machinegames.com
1968,1,c71e05e9-860e-db3d-4e46-6c3c7aaa8741,False,https://sockmonkeystudios.net/
1970,1,076437bf-cb3f-d15a-9311-884cb064d3b6,False,http://spacelizardstudio.com/
1711,1,1687217b-9ea8-168a-c703-bcf0dfc92325,False,http://eleganceanalysis.com
1716,1,e100cb2e-8d17-a4fa-1b60-085b5c4eeb42,False,https://www.eccgames.pl/
1732,1,349efe15-f674-0813-ae25-2c34ab00f924,False,http://www.seaven-studio.com
690,1,f8f935a4-1291-a197-1017-114d959fbfea,False,http://blizzard.com
702,1,7e4a56db-fdcf-eb9d-5c4d-eea7990d5ae5,False,http://www.shinen.com/home/
1703,1,3503fea4-ae82-e3f8-8830-b290ee3e3a4a,False,http://www.halflike.com/
1709,1,5908dde0-f521-4d85-716d-1d1d694c6895,False,https://2k.com/2k-silicon-valley/
1710,1,8e2fd443-dd36-a939-ccb0-158edfd8186f,False,http://rebeliagames.com/
1712,1,3b500e71-5a8c-8a05-b1d3-479611a9b66e,False,http://cydonian.games/
1715,1,58a7b0ac-da6d-78c1-5bbb-b35493ccee53,False,http://titanforgedgames.com/
1844,1,c344bc2b-11de-cd54-eac3-d730334a11c9,False,https://www.lockwoodpublishing.com/
1845,1,c57c5180-8f49-ca7f-04db-55bedd6b69cd,False,https://www.lucidgames.co.uk/
1558,1,c5a4a07c-d6ef-0bd4-0eca-444e4b75f0c7,False,http://www.draconus.com/
1604,1,eb581914-24cc-0950-830d-ca5b8e94f274,False,https://www.game-lion.com/
1630,1,88c143ad-983b-68cc-942b-d8ae0c09451d,False,http://www.tuokio.com/
1869,1,e2418530-5450-5efa-d14f-1918aa716b18,False,http://oakmoongames.weebly.com/
1851,1,c6852e95-7668-a0a6-5506-ce3e68be87fd,False,https://gentlymad.org/
874,1,65cbdf19-2167-46b4-7708-52e0ecef1c49,False,http://www.aldorlea.org/
884,1,25e52d96-c618-613b-e68d-97f876e1daf8,False,http://badlandgames.com/gb/
893,1,de30b972-f08b-30b6-99fc-57c0c377988e,False,http://www.jetdogs.com/
900,1,1a3c4bd8-55bb-1dd0-d769-af80daea4059,False,http://www.redecode.it/
902,1,c68cd098-7585-7be8-3418-8b05e48d10ef,False,https://www.yukes.co.jp/en/
913,1,56b9aff3-e398-85e7-8b00-663ae7b1a7e5,False,http://bgs.bethsoft.com/
939,1,a03fe7af-a304-b178-cf40-54b4cd46a02f,False,https://www.dualthegame.com/novaquark
1929,1,3338a65a-40da-69a2-49af-ef9afc72acce,False,https://www.keengames.com/#7
943,1,63b0d374-cb0b-59f4-598e-ab8dd6dec5ef,False,http://www.ea.com/locations/redwood-shores
1973,1,5dfedc08-8816-76b1-3609-5e5a6db098e7,False,https://www.secondimpactgames.com/
1972,1,9bccfec0-9ffb-0a20-dad3-949b17a58f1c,False,http://redkitegames.co.uk/about-us/
90,1,d0c18a57-d0f9-600a-2146-d61c3d56d2ca,False,http://www.funlabs.com/
112,1,e4df2112-e576-408d-f334-f8115c90fab3,False,http://flyingwildhog.com/
1125,1,723fa548-f8d6-df8c-ab4c-a11e64600485,False,http://sirnic.com/
1128,1,bdd7e65c-8ed5-47fe-dddd-b14bfe8a605e,False,https://setyb.net/
132,1,a0afac6f-de37-62a9-cd36-980b4c84c6a6,False,http://www.beastgames.org/
1140,1,a2722363-3eca-a957-02a1-47a08eff8ea6,False,http://www.mipumi.com/
1148,1,ca77e90c-3243-473f-a7b1-7deedf6dff41,False,http://www.skeletoncrewstudios.com
1197,1,03cfcd10-d4e7-d4b0-c3ff-0d53adad9978,False,https://actionsquadstudios.com/
1199,1,2f695308-27bb-6359-8894-c22f697c9a72,False,http://www.pinheadgames.com/
209,1,ba804c94-3f54-f223-6c55-eed638dc99b3,False,http://black-sand-studio.com/
1212,1,24733b11-5a55-80bf-2365-ce85838dbc8c,False,http://www.cyanide-studio.com/
1217,1,d0c6d020-b50a-8bf8-2ad9-7a6958035caa,False,http://bonusstage.net/global/
218,1,59ffa870-186d-957e-bf8d-4cac5671bf30,False,http://corp.seasungames.com/
1218,1,b39af89c-de75-4cb4-10e5-d02c3d8ae055,False,http://www.guerrilla-games.com/
1223,1,9d03b41c-9190-9d9e-97da-3e259e53136b,False,http://iguanabee.com/
230,1,70b568c5-756a-4eeb-ad8a-9f6c35800659,False,http://visual-arts.jp/index.html
1234,1,51a760c3-7867-46e0-74a7-0ecb30505c8b,False,http://bitkidgames.com/
239,1,499f5984-199b-6432-1130-b5fa6f73be8f,False,http://www.codebrush.net/
1246,1,52eb0190-2de4-c33c-0021-f7f49c38fa62,False,http://dharkerstudio.com
262,1,911bd798-8786-debe-4b1d-5e38d801db60,False,http://mikajyo.pink/
1270,1,82fd69d4-8ad0-10af-ef6e-02761e4bdf27,False,https://soulfire.com.pl
1274,1,86106273-f219-885b-40d1-a52b1e167377,False,http://www.zodiacinteractive.com/
1275,1,b6f13944-a027-3608-7c4a-ced0d2cdc776,False,http://henchmangoon.com/
1285,1,9dbad0dd-617f-4768-15c2-0a04ab05466e,False,https://www.digitaldreamsgames.com/
286,1,a3a6a841-5276-3b1c-c868-21381fd7910e,False,http://4gency.com/
1299,1,335758d5-7c62-081f-60d9-830730bcb275,False,http://www.aquria.co.jp/
300,1,f8740d82-d0f7-0df7-b164-acfe8be4899c,False,http://www.bumpkinbrothers.com/
301,1,a16f4bc8-2fd1-e4fa-b28e-45053ffd2a40,False,http://www.criteriongames.com/
1318,1,3d37e0e5-8d9f-8db4-6036-df45da667f89,False,https://www.nival.com/
326,1,b03b1029-7917-4dfe-8e16-730978a94eda,False,http://www.arkane-studios.com/
1328,1,e2661fcb-3998-90ba-b596-0518967d620c,False,http://illusionray.com/
1349,1,063fa03f-4296-f48e-09eb-279fae19853d,False,http://www.neocoregames.com
1348,1,ef322865-82db-3aa2-da8b-7aec13fa57ae,False,http://www.sodigital.com/
351,1,6e026869-1b98-2f12-fd5a-a5ccb083b713,False,http://www.mattmakesgames.com
367,1,0724aa77-8931-ec1e-8e5f-b37abe969c62,False,http://www.stardrivegame.com
1370,1,423bc4b3-d04c-7718-a5ad-e73217bb604f,False,http://www.fluffyhorde.com/
1369,1,de4538a7-91b0-ca15-b32d-f423f86b101d,False,https://www.nomadgames.co.uk/
1374,1,182968d2-6331-64d8-1bdf-7ccf046eb9c0,False,http://aonegames.com/
386,1,d30dccd5-dc9e-e6c1-5967-a751e715493f,False,http://www.burian-media-enterprises.com/
1392,1,824ae6e0-b1a2-1f84-4ec5-bf3914e49e9c,False,https://arcengames.com/
1402,1,41336609-0474-4da3-6f8b-ab8182d0f0f3,False,http://piranhagames.com/
