id,checksum,created_at,name,slug,updated_at,url
9255,57eaeeec-dcb2-3d32-77b4-784833f04c50,1507680000,linear motion battle system,linear-motion-battle-system,1507680000,https://www.igdb.com/categories/linear-motion-battle-system
9256,542b5c92-605d-e493-3a4e-73f4ab29a22e,1507680000,corruption,corruption,1507680000,https://www.igdb.com/categories/corruption
9258,066640bc-db42-31c0-c2cb-70e874b2a7f8,1507680000,steam pre-purchase rewards,steam-pre-purchase-rewards,1507680000,https://www.igdb.com/categories/steam-pre-purchase-rewards
9261,cfc58974-579a-9d1c-a9e8-73c011257348,1507680000,no-reticle aiming,no-reticle-aiming,1507680000,https://www.igdb.com/categories/no-reticle-aiming
9269,bee7b5e6-d7c6-2e4c-aaef-6ae4fb0a9f02,1507680000,pax south 2015,pax-south-2015,1507680000,https://www.igdb.com/categories/pax-south-2015
9273,aef91853-0afb-d83a-53aa-4c81def01cb2,1507680000,running gag,running-gag,1507680000,https://www.igdb.com/categories/running-gag
9275,13767606-adbe-0ae2-5c09-191688571646,1507680000,music speed up,music-speed-up,1507680000,https://www.igdb.com/categories/music-speed-up
9283,644c5fc6-8ac0-02b2-15a5-e781f6eee29a,1507680000,heroic sacrifice,heroic-sacrifice,1507680000,https://www.igdb.com/categories/heroic-sacrifice
9286,249ecc7e-db8b-2864-af1e-e35377dbfca0,1507680000,false death,false-death,1507680000,https://www.igdb.com/categories/false-death
9311,33672101-8318-55c4-37c3-c41982fdce48,1507680000,rail shooting segment,rail-shooting-segment,1507680000,https://www.igdb.com/categories/rail-shooting-segment
9312,6567531c-0c17-acde-a616-2d2514b44d4b,1507680000,plasma gun,plasma-gun,1507680000,https://www.igdb.com/categories/plasma-gun
9313,1fec1e01-9dc9-f8d1-8f5b-577939e76268,1507680000,missile launcher,missile-launcher,1507680000,https://www.igdb.com/categories/missile-launcher
9318,cd238322-a9c0-a11e-7e80-d05b89dfcc68,1507680000,health from romance,health-from-romance,1507680000,https://www.igdb.com/categories/health-from-romance
9321,b21ca7cf-252b-377f-1372-c46aa96c8827,1507680000,nuclear war,nuclear-war,1507680000,https://www.igdb.com/categories/nuclear-war
9322,456230f5-bf48-9158-dd87-71b5980cf4ed,1507680000,war veterans,war-veterans,1507680000,https://www.igdb.com/categories/war-veterans
9323,ef527715-2cea-4441-07c9-52063ebee548,1507680000,gameplay twist,gameplay-twist,1507680000,https://www.igdb.com/categories/gameplay-twist
9328,c71d8e29-04c4-16e6-1224-3d1dfeb9ac57,1507680000,dark past,dark-past,1507680000,https://www.igdb.com/categories/dark-past
9329,dd3d2032-8647-c944-a5d8-cc22e4c2fc9d,1507680000,secret past,secret-past,1507680000,https://www.igdb.com/categories/secret-past
9330,6ad1f935-7baa-5e71-d90c-1c82b396f598,1507680000,eco-terrorism,eco-terrorism,1507680000,https://www.igdb.com/categories/eco-terrorism
9331,536f8dca-9843-cbf9-f022-a40b3d8bf7a9,1507680000,j-pop,j-pop,1507680000,https://www.igdb.com/categories/j-pop
9338,082808d2-f6cf-0360-ec8c-0bc8520adfd0,1507680000,nuclear holocaust,nuclear-holocaust,1507680000,https://www.igdb.com/categories/nuclear-holocaust
9339,5fea4180-2829-6ab8-df03-d523ac36391e,1507680000,dark second act,dark-second-act,1507680000,https://www.igdb.com/categories/dark-second-act
9341,542d6e9f-c568-c59d-673c-caa4b7087973,1507680000,hostile a.i.,hostile-ai,1507680000,https://www.igdb.com/categories/hostile-ai
9342,2f883637-e7e9-2a9c-9c33-838f88f3b500,1507680000,nuclear fallout,nuclear-fallout,1507680000,https://www.igdb.com/categories/nuclear-fallout
9343,32c65f46-952b-d3df-95df-c9467fadb13e,1507680000,extinction,extinction,1507680000,https://www.igdb.com/categories/extinction
9344,3fde6ad7-7366-eb38-c139-6160b58baae8,1507680000,pre-rendered backgrounds,pre-rendered-backgrounds,1507680000,https://www.igdb.com/categories/pre-rendered-backgrounds
9348,3b8fecae-2ad0-c397-fb39-1f3cddbc94a6,1507680000,hud video messages,hud-video-messages,1507680000,https://www.igdb.com/categories/hud-video-messages
9349,9bc27b44-f2b0-72f4-383a-c54cfc26ae7a,1507680000,evil empire,evil-empire,1507680000,https://www.igdb.com/categories/evil-empire
9353,cdc12880-e2ed-8891-b6de-1629380cadb9,1507680000,world war iii,world-war-iii,1507680000,https://www.igdb.com/categories/world-war-iii
9354,51385a46-89fa-a4dd-db2c-8770ac309698,1507680000,punks,punks,1507680000,https://www.igdb.com/categories/punks
9357,e926864c-af37-2b9f-f401-f6eb94229430,1507680000,negotiation,negotiation,1507680000,https://www.igdb.com/categories/negotiation
9360,59568039-3fab-1653-2b94-11004680bc5e,1507680000,ranked match,ranked-match,1507680000,https://www.igdb.com/categories/ranked-match
9364,1f75ba43-500e-2560-8b33-84f8c791d0ca,1507680000,running towards the screen,running-towards-the-screen,1507680000,https://www.igdb.com/categories/running-towards-the-screen
9366,a3b0c35a-c30d-52db-ecfb-17ec0b02287f,1507680000,landmark button,landmark-button,1507680000,https://www.igdb.com/categories/landmark-button
9373,ea37a579-5260-02a5-2db6-9184e6f8883c,1507680000,plane shifting,plane-shifting,1507680000,https://www.igdb.com/categories/plane-shifting
9374,8a08bdb1-c879-a741-b3e6-adcafc0b02e1,1507680000,reluctant hero,reluctant-hero,1507680000,https://www.igdb.com/categories/reluctant-hero
9376,04f9fe16-cb88-533d-5d09-133fe9377c27,1507680000,shadow stealth,shadow-stealth,1507680000,https://www.igdb.com/categories/shadow-stealth
